freq,PSD
0.1,0.000153656486502477
0.146373626373626,0.000156180117274712
0.192747252747253,0.000159507487586472
0.239120879120879,0.000163508193497046
0.285494505494506,0.000168027362183192
0.331868131868132,0.000172892767211167
0.378241758241758,0.000177922527050961
0.424615384615385,0.000182932952274707
0.470989010989011,0.000187746117481313
0.517362637362637,0.000192196772740309
0.563736263736264,0.000196138271894994
0.61010989010989,0.000199447275322899
0.656483516483516,0.000202027075536977
0.702857142857143,0.000203809487748053
0.749230769230769,0.000204755336932127
0.795604395604396,0.000204853651728262
0.841978021978022,0.000204119738741105
0.888351648351648,0.000202592355398177
0.934725274725275,0.000200330224156831
0.981098901098901,0.000197408136121185
1.02747252747253,0.00019391288014062
1.07384615384615,0.000189939207547297
1.12021978021978,0.000185586006933867
1.16659340659341,0.000180952822136327
1.21296703296703,0.000176136804063474
1.25934065934066,0.000171230146848822
1.30571428571429,0.000166318023816671
1.35208791208791,0.000161477010797872
1.39846153846154,0.000156773964241019
1.44483516483516,0.000152265309248304
1.49120879120879,0.000147996687263954
1.53758241758242,0.000144002913256182
1.58395604395604,0.0001403081961655
1.63032967032967,0.000136926582395184
1.6767032967033,0.000133862588602711
1.72307692307692,0.000131111995739001
1.76945054945055,0.000128662780312707
1.81582417582418,0.00012649616081396
1.8621978021978,0.000124587737122799
1.90857142857143,0.000122908698912186
1.95494505494506,0.000121427076146149
2.00131868131868,0.000120109001518636
2.04769230769231,0.000118919951846774
2.09406593406593,0.000117825933710575
2.14043956043956,0.000116794578545068
2.18681318681319,0.00011579611425286
2.23318681318681,0.000114804184292597
2.27956043956044,0.000113796490960864
2.32593406593407,0.000112755246872174
2.37230769230769,0.000111667426954472
2.41868131868132,0.000110524822025532
2.46505494505495,0.000109323903581143
2.51142857142857,0.000108065517225514
2.5578021978022,0.00010675442871187
2.60417582417582,0.00010539875147007
2.65054945054945,0.000104009287566576
2.69692307692308,0.000102598815223204
2.7432967032967,0.000101181355424704
2.78967032967033,9.97714480150449e-05
2.83604395604396,9.83834643601611e-05
2.88241758241758,9.70309795366741e-05
2.92879120879121,9.57262224935922e-05
2.97516483516484,9.44796180899385e-05
3.02153846153846,9.32994306204291e-05
3.06791208791209,9.21915145849873e-05
3.11428571428571,9.11591751026836e-05
3.16065934065934,9.0203137475222e-05
3.20703296703297,8.93216228418592e-05
3.25340659340659,8.85105244589724e-05
3.29978021978022,8.77636766988648e-05
3.34615384615385,8.70732062483793e-05
3.39252747252747,8.64299521323354e-05
3.4389010989011,8.58239381319873e-05
3.48527472527473,8.52448780771208e-05
3.53164835164835,8.46826916372193e-05
3.57802197802198,8.41280059822553e-05
3.6243956043956,8.35726174267753e-05
3.67076923076923,8.30098872946072e-05
3.71714285714286,8.24350480501252e-05
3.76351648351648,8.18453994048771e-05
3.80989010989011,8.12403796158162e-05
3.85626373626374,8.06215043304652e-05
3.90263736263736,7.9992173689388e-05
3.94901098901099,7.93573573752795e-05
3.99538461538462,7.87231761831666e-05
4.04175824175824,7.80964067035957e-05
4.08813186813187,7.74839421103835e-05
4.13450549450549,7.68922461823949e-05
4.18087912087912,7.6326839099507e-05
4.22725274725275,7.57918520055178e-05
4.27362637362637,7.52896828597151e-05
4.32,7.48207790071111e-05
4.36637362637363,7.43835627306509e-05
4.41274725274725,7.39745055444539e-05
4.45912087912088,7.35883460039706e-05
4.50549450549451,7.32184352450268e-05
4.55186813186813,7.28571851728158e-05
4.59824175824176,7.24965869365404e-05
4.64461538461538,7.21287625941629e-05
4.69098901098901,7.17465110170647e-05
4.73736263736264,7.13438101832338e-05
4.78373626373626,7.09162418952848e-05
4.83010989010989,7.04613112551386e-05
4.87648351648352,6.99786413751795e-05
4.92285714285714,6.94700331301177e-05
4.96923076923077,6.89393895172729e-05
5.0156043956044,6.83925136567508e-05
5.06197802197802,6.78367979419913e-05
5.10835164835165,6.72808287614165e-05
5.15472527472527,6.67339361074762e-05
5.2010989010989,6.62057199875584e-05
5.24747252747253,6.57055857458875e-05
5.29384615384615,6.52423182686416e-05
